2424.9,197.87,574.92
2427.4,199.11,577.45
2427.2,201.18,572.62
2426.7,202.09,572.55
2426.7,203.55,573.02
2443.1,202.17,587.42
2444.2,204.45,587.58
2444,207.36,587.64
2443.9,207.89,587.95
2443.9,210.05,588.4
2434.7,211.85,574.78
2437.2,213.85,576.8
2430.6,216.43,576.96
2429.7,217.1,576.89
2426.8,219.12,574.54
2435.6,221.85,577.05
2431.3,223.12,579.63
2422.6,223.89,571.93
2434.5,223.93,581.88
2438.6,226.54,578.79
2431.6,226.39,579.19
2433.9,229.28,581.91
2438.1,229.24,581.71
2427.1,233.4,576.52
2432.8,233,576.48
2429,234.03,574.59
2429.4,235.16,574.05
2425.9,235.15,571.31
2436.1,237.37,581.37
2435.7,237.51,581.59
2427.4,239.3,574.22
2423.5,239.32,571.6
2425.1,239.43,574.34
2427.3,240.75,576.42
2428.8,243.32,575.9
2418.8,243.79,573.71
2425.2,244.91,573.52
2429.9,244.85,578.99
2418.1,245.92,571.54
2429.8,247.45,581.24
2425.4,248.95,576.48
2427.2,249.6,578.97
2423.9,250.07,576.41
2417.4,251.51,571.14
2413.5,252.39,568.65
2416.2,252.59,566.08
2423.1,252.8,578.87
2419.5,254.79,576.06
2412.2,255.07,571.42
2415.1,256.42,573.87
2414.3,256.67,573.69
