2270.4,1113.2,582.5
2278,1117.3,580
2280,1120.7,567.5
NaN,NaN,NaN
2280.8,1127.6,575
NaN,NaN,NaN
2267.5,1130.4,582.5
2263.8,1134.1,590
2261.7,1134.7,592.5
2260.7,1137.3,590
NaN,NaN,NaN
2264.3,1139.7,582.5
2267.4,1141.8,575
2272.3,1146.8,565
NaN,NaN,NaN
NaN,NaN,NaN
2268,1154.9,577.5
2264,1158,587.5
2257.9,1159.7,590
2256.6,1160.2,592.5
2254.7,1159.9,597.5
NaN,NaN,NaN
2252.7,1163.1,592.5
NaN,NaN,NaN
2257.9,1170.1,580
2262.5,1172.7,570
2265.2,1174.2,567.5
2264.3,1178.2,567.5
NaN,NaN,NaN
2263,1183,572.5
2254.4,1188,587.5
2250.3,1185.8,582.5
2244.9,1190.2,595
2241.6,1190.3,597.5
2240,1194.3,595
NaN,NaN,NaN
NaN,NaN,NaN
2248.3,1200.8,575
2248.6,1204.4,570
2252.1,1210.5,565
2251.6,1217,572.5
2249.9,1214.4,577.5
NaN,NaN,NaN
2238.4,1216.3,585
2232.7,1219.1,597.5
2230.6,1219.1,597.5
NaN,NaN,NaN
NaN,NaN,NaN
2229.6,1225.3,590
2234.1,1230.7,577.5
2236.4,1237.9,565
NaN,NaN,NaN
2237.9,1244.1,570
NaN,NaN,NaN
NaN,NaN,NaN
2222.4,1246.7,590
2220.7,1248.9,592.5
2217.2,1250.2,600
2216.7,1250.4,597.5
NaN,NaN,NaN
NaN,NaN,NaN
2217.7,1263.1,580
2221.1,1265,577.5
2224.4,1270.8,565
NaN,NaN,NaN
2220.3,1276.7,575
NaN,NaN,NaN
2209,1277.8,587.5
2204.1,1281.1,595
2201.8,1282.5,597.5
2200.9,1283,597.5
NaN,NaN,NaN
NaN,NaN,NaN
2203.7,1293.1,585
2208,1297.1,577.5
2207.9,1300.6,570
2211.4,1303.9,565
NaN,NaN,NaN
NaN,NaN,NaN
2207.4,1308.9,577.5
NaN,NaN,NaN
NaN,NaN,NaN
2191.7,1310.3,597.5
2189.3,1312.9,600
2188,1312.4,600
NaN,NaN,NaN
2185.8,1318.8,595
NaN,NaN,NaN
2188.8,1322.7,582.5
2191,1327.6,580
2194.8,1331.1,575
NaN,NaN,NaN
2192.2,1339.5,575
NaN,NaN,NaN
NaN,NaN,NaN
2174,1339.5,600
2171.2,1340.6,597.5
2170.8,1344.1,600
NaN,NaN,NaN
2169.1,1350.7,595
