2866.3,2297.4,572.5
2847.4,2299.7,585
2830.5,2302.5,570
2808.3,2297.1,570
2797.1,2291.3,570
2770.3,2266.8,580
2755.2,2240.2,582.5
2747.6,2207,587.5
2748.7,2193.5,587.5
2755.6,2160.2,590
2759.7,2143.6,592.5
2779.6,2117.1,600
2784.2,2111.6,587.5
2811.3,2093.9,587.5
2832.7,2079.8,595
2867.6,2068.5,597.5
2897.7,2064.1,600
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
2962.4,2085.9,587.5
NaN,NaN,NaN
2994.3,2119.7,587.5
NaN,NaN,NaN
NaN,NaN,NaN
3016.3,2190.8,597.5
NaN,NaN,NaN
NaN,NaN,NaN
3004.2,2245,585
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
2939.9,2298.4,582.5
2918.1,2296.9,582.5
2894.9,2284.3,577.5
2885.3,2277.2,575
2873.5,2266.7,585
2859.6,2245.9,585
2850.3,2224.5,592.5
2843.4,2196,587.5
2849.3,2167.4,590
2854.9,2149.2,595
2870.6,2127.8,592.5
2877.5,2119.6,585
2898.6,2107.1,575
2912.8,2096.7,575
2921.5,2094.3,600
2948.7,2090.2,600
2959.7,2087.1,585
2985.6,2091.4,590
3010.7,2101.2,592.5
3017.1,2103.6,600
