1565.9,2813.4,592.5
1565.2,2811.6,575
1563.7,2806.8,570
1554.1,2801.1,570
1550.6,2800.2,572.5
NaN,NaN,NaN
1549.8,2799.5,572.5
1539.7,2801.2,572.5
1520.5,2792,580
1509,2789,597.5
1509.2,2785.9,585
1504.2,2781.5,585
1505.3,2779.8,585
1499.8,2775.2,582.5
NaN,NaN,NaN
1491.6,2767.5,597.5
NaN,NaN,NaN
1499.1,2775.1,570
1505.5,2782.8,580
1509.2,2787.4,572.5
1516,2790.8,567.5
1528,2800.3,570
1540.4,2805.9,582.5
1565.1,2813.8,572.5
1579.2,2816.2,570
1591.1,2817.3,570
1641.1,2811.6,570
1681.3,2790.6,572.5
1699.4,2771.6,577.5
1735.7,2705.4,597.5
1728.7,2619.2,585
