2842.1,2210.4,569.4
2850.3,2211.1,576.75
2842,2212.7,569.57
2842.6,2213.2,569.54
2843.1,2213.5,569.69
2845.9,2212.9,571.95
2844.6,2214.1,569.34
2841.1,2213.9,566.95
2844.3,2213.2,569.61
2850.8,2213.4,574.38
2842.2,2213.7,566.88
2851.9,2212.8,579.13
2845.1,2215.4,571.92
2849.6,2220.3,569.8
2831.6,2258.4,566.87
2837,2347.1,568.59
2808.4,2438.2,587.23
2810.5,2478.5,573.28
2790.3,2519.2,581.95
2761.3,2600.7,582.33
2782.1,2642.5,580.73
2714.2,2715,581.79
2705.6,2748.7,577.14
2678.4,2760.2,571.83
2657.6,2757.6,569.3
2636,2760.4,581.49
2644,2753.6,576.98
2635.7,2754.4,569.79
2629.5,2747.8,569.63
2626.7,2747.9,569.57
2623,2750.1,569.46
2623.1,2747.5,567.22
2609.3,2750.4,572.08
2598.6,2739.6,570.03
2568,2736.8,584.93
2590.5,2733.1,602.88
2583.3,2728.9,605.99
2582.8,2726.4,602.43
2578.2,2721.5,603.17
2578.8,2717.6,599.93
2552.8,2715.4,579.97
2559.6,2719.5,578.39
2572.3,2721.7,569.96
2581.8,2730.1,570.22
2576.2,2734.6,571.23
2589.3,2738.1,566.9
2602.8,2746.7,574.22
2619.3,2752.5,573.49
2641.3,2760.9,575.45
2661,2762.4,576.02
2675.4,2765.5,575.17
