1684.2,2542.5,585
1683.2,2543.3,582.5
1685.1,2542.7,587.5
1685.3,2542.4,587.5
1685,2542.2,585
1684.5,2542.5,585
1684.4,2542.4,585
1683.8,2542.8,585
1684.8,2542.2,587.5
1684.2,2542.5,585
1684,2542.6,587.5
1683.8,2542.6,582.5
1684,2542.3,585
1684.3,2542.4,582.5
1684.1,2543.1,582.5
1684.7,2542.5,590
1685,2542.5,590
1684.1,2542.9,582.5
1684.5,2542.4,582.5
1684.6,2542.4,585
1684.7,2542.4,585
1684.8,2542.1,587.5
1684.6,2542.4,587.5
1683.7,2542.7,582.5
1684.7,2542.5,582.5
1683.4,2543.6,580
1684.9,2542.5,585
1684.8,2542,587.5
1683.8,2542.8,577.5
1683.7,2542.4,580
1685.1,2542.2,590
1684.9,2542.8,587.5
1683.5,2543.6,580
1685.6,2542.7,590
1684,2542.9,577.5
1684.5,2542.8,580
1685.7,2542.9,582.5
1686.7,2542.2,582.5
1687.1,2542.2,582.5
1688,2541.5,585
1688.3,2541.1,582.5
1686.8,2542.1,580
NaN,NaN,NaN
1686.4,2541.2,580
