3009.9,4121.8,600.79
3008.4,4121.8,601.22
3010.7,4121.9,599.03
3007.2,4121.9,601.23
3009.8,4122.4,598.88
3016.2,4123,593.67
3014.3,4124.5,595.78
3019.4,4124.3,590.81
3014.8,4126,596.11
3018.5,4127.3,588.61
3016.6,4127.8,591.32
3017.7,4128.4,591.1
3018.7,4129,594.03
3011.8,4129.8,598.77
3015.8,4132,596.51
3012.7,4134.1,598.84
3022,4135.2,591.99
3020.5,4136,594.4
3023.7,4136.5,592.08
3018.9,4138.6,594.03
3016.2,4140.2,596.94
3009.7,4140.6,602.11
3019.4,4140.2,592.1
3008.5,4141.9,601.82
3014.4,4142.1,585.86
3022.4,4143.9,591.39
3021.8,4145.1,591.92
3022.2,4145.6,591.38
3018.1,4147.2,593.9
3012,4148.3,594.32
3021.4,4149,591.24
3020.5,4149.4,591.09
3021.5,4149.5,590.85
3014.6,4150,595.75
3019.8,4150,591.08
3022.3,4150.6,591.21
3021,4152.3,588.4
3025.5,4152.2,588.35
3013.1,4153.8,596.21
3012.6,4154.8,590.88
3011.2,4154.8,585.77
3018.3,4156.4,590.89
3013.2,4157.1,595.82
3017.4,4160,593.46
3013.2,4160.7,596.33
3010.7,4161.8,598.63
3014.7,4162.9,596.06
3015.7,4164,596.22
3011.4,4165.6,598.86
3009,4166.5,601.13
3020.2,4166.4,591.25
