1768,2257.8,565
1768.4,2259.8,565
1769.1,2259.9,565
1767.8,2261,565
1767.7,2261,565
1768.3,2262.3,565
1767.9,2262.3,565
1767.9,2263.5,565
1768.9,2263.8,565
1768.7,2264.8,565
1768.6,2266.1,565
1768.9,2267.4,565
1769.5,2267.7,565
1770.2,2267.7,565
1770.5,2267.7,565
1771.9,2268.4,565
1771.6,2267.9,565
1771.8,2267.7,565
1772.8,2268.5,565
1772.9,2268.4,565
1774,2268.4,567.5
1775.6,2269.7,567.5
1763.1,2242.7,585
1764.4,2313.4,572.5
1745.5,2309.4,580
1754.9,2298.2,570
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
1765.5,2296.1,580
1766.3,2297.1,580
1767.1,2296.9,570
NaN,NaN,NaN
NaN,NaN,NaN
1765.1,2296.2,572.5
1765.2,2296.8,572.5
1765.2,2296.4,582.5
1765.2,2299.1,570
1766.4,2300.1,567.5
1767.4,2297.2,572.5
1767.7,2296.4,585
1767.4,2297.6,567.5
1767.3,2299.2,565
1769.1,2296.5,585
1770.1,2298.3,577.5
1769.9,2298.2,585
1769.4,2299.2,577.5
1769.9,2298.7,585
1769,2301.7,567.5
1770.9,2300.5,577.5
1772,2302.4,567.5
1771.2,2300.3,580
NaN,NaN,NaN
NaN,NaN,NaN
1770.2,2301,580
1771.6,2301.8,567.5
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
1779,2308.1,575
1778.6,2308.5,575
1780.6,2306.3,587.5
1781.1,2309,580
1780.5,2311.2,565
1780.4,2311.4,580
1780.6,2311.5,570
1779.9,2312.7,582.5
1779.3,2315.4,565
1780.8,2315.3,577.5
1781,2315.9,577.5
1781,2316.3,577.5
1780.5,2317.5,567.5
1779.3,2318.2,565
1781.2,2319.5,567.5
1780.2,2321.3,567.5
1780.2,2323.2,565
1781.9,2321.6,570
1781.6,2322.6,567.5
1783,2324.6,570
1783.1,2325.1,567.5
