2933.7,3821.6,575
2938.6,3825.2,590
2936.5,3826.1,595
NaN,NaN,NaN
2934,3828.3,580
2937.7,3823.9,585
2936.4,3823.8,595
2938.6,3827.6,595
2935.5,3830.9,592.5
2932.1,3828.4,585
2932,3821.2,575
2934,3829,582.5
2937.8,3825.3,585
2931.4,3825.9,575
2933.2,3824.8,577.5
NaN,NaN,NaN
2932.4,3820.5,575
NaN,NaN,NaN
2939.2,3826.8,595
2938.2,3823.7,587.5
2933.8,3829.2,585
2936.5,3822.7,582.5
2938.3,3826.1,590
2933.3,3827.8,575
2937.4,3826.3,590
2932.8,3820.3,572.5
2930.8,3825.9,575
2930.9,3825.9,575
2935,3824.8,595
2933.6,3828,577.5
2932.7,3822.5,577.5
2932.4,3824.8,577.5
2928.8,3827.1,572.5
NaN,NaN,NaN
2929.5,3822.3,572.5
2936.6,3820.9,582.5
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
2919.7,3811.3,572.5
2941.5,3821.4,595
2919.7,3816.4,567.5
NaN,NaN,NaN
2928.9,3843.2,580
2917.6,3812.1,567.5
2915.9,3811.6,567.5
NaN,NaN,NaN
2915.3,3812.2,567.5
2932.2,3843.2,587.5
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
2933,3841.8,592.5
NaN,NaN,NaN
2932.9,3841.8,592.5
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
2929,3812.5,597.5
