2124.1,3594.3,598.36
NaN,NaN,NaN
2124.7,3601.4,598.68
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
2122.6,3620.7,598.44
2124.1,3626.5,599.02
NaN,NaN,NaN
2122.6,3632.4,599.21
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
2120.1,3660.1,598.82
NaN,NaN,NaN
2119.7,3663.2,599.96
2119.6,3669.1,600.47
2118.5,3674.3,599.47
NaN,NaN,NaN
2118.7,3681.3,599.24
2119.4,3686.4,597.92
2119.1,3689.6,598.84
2121,3695.8,599.03
2120.4,3700.5,599.72
2117.9,3704.3,597.23
2120.2,3707.1,600.47
2120.4,3708.8,600.64
2118.8,3711.8,599.77
2114.2,3716.4,594.84
2120.8,3715.9,600.35
